trip_id,medallion_id,driver_name,driver_experience_years,vendor_name,vehicle_type,pickup_datetime,dropoff_datetime,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,pickup_borough,dropoff_borough,passenger_count,rate_code,payment_type,store_and_fwd_flag,weather_condition,temperature_f,precipitation_in,wind_speed_mph,traffic_index,is_holiday,tolls_amount,extra_surcharge,mta_tax,improvement_surcharge,congestion_surcharge,tip_amount,total_amount,trip_rating,fare_amount
NYC-2023-401202,1295-B69,Driver 1068,8.5,VTS,SUV,2023-08-26 04:28:00,2023-08-26 05:11:00,43m,40.694001,-74.172191,40.760145,-73.930783,19.23,New Jersey,Queens,1.0,3,CRD,N,Clear,73.0,0.0,19.3,1.6,0,14.44,1.0,0.5,0.3,2.5,11.14,$123.97,5.0,94.09
NYC-2023-403710,7314-H64,Driver 330,5.7,CMT,Hybrid,2023-11-04 04:25:00,2023-11-04 04:29:00,4m,40.71612,-74.016829,40.707502,-73.997702,2.49,Manhattan,Brooklyn,5.0,,Cash,N,Clear,65.0,0.0,5.2,1.8,0,0.0,1.0,0.5,0.3,2.5,0.0,$13.64,4.0,9.34
NYC-2023-402230,4341-G52,Driver 1439,1.6,CMT,Sedan,2023-11-30 14:13:00,2023-11-30 14:50:00,37m,40.706591,-73.977127,40.836547,-73.907761,12.3,Brooklyn,Bronx,1.0,1,Cash,Y,Clear,62.0,0.0,11.2,4.0,0,0.0,0.0,0.5,0.3,2.5,0.0,$52.69,4.0,49.39
NYC-2023-400379,1051-C41,Driver 333,8.8,CMT,Hybrid,2023-12-08 12:40:00,2023-12-08 13:23:00,43m,40.589491,-74.157328,40.75108,-73.977886,30.53,Staten Island,Manhattan,1.0,4,Cash,N,Clear,31.0,0.0,5.3,2.0,0,11.51,0.0,0.5,0.3,2.5,0.0,$148.59,4.0,133.78
NYC-2023-404308,5487-A64,Driver 895,7.9,VTS,Hybrid,2023-11-14 14:20:00,2023-11-14 14:46:00,26m,40.707277,-74.004138,40.7703,-73.955357,10.46,Manhattan,Manhattan,4.0,,Cash,N,Clear,82.0,0.0,5.0,6.6,0,0.0,0.0,0.5,0.3,2.5,0.0,$40.26,5.0,36.96
NYC-2023-400703,6181-A19,Driver 1353,3.3,VTS,SUV,2023-06-06 14:41:00,2023-06-06 15:04:00,23m,40.66549,-74.00553,40.755437,-73.975677,8.59,Brooklyn,Manhattan,2.0,1,Credit Card,N,Clear,74.0,0.0,8.7,4.3,0,0.0,0.0,0.5,0.3,2.5,7.14,$51.92,4.0,41.48
NYC-2023-400636,3887-C16,Driver 1628,4.1,VTS,Hybrid,2023-02-23 15:40:00,2023-02-23 15:51:00,11m,40.76669,-73.978352,40.779579,-73.937636,3.49,Manhattan,Queens,1.0,1,CSH,N,Clear,50.0,0.0,2.9,2.8,0,0.0,0.0,0.5,0.3,,0.0,$18.02,4.0,17.22
NYC-2023-402254,9304-A51,Driver 310,7.3,VTS,Sedan,2023-07-18 17:25:00,2023-07-18 17:57:00,32m,40.70682,-74.022737,40.769657,-73.992292,5.85,Manhattan,Manhattan,1.0,Standard Rate,Credit Card,N,Clear,74.0,0.0,4.7,10.0,0,0.0,2.5,0.5,0.3,2.5,8.08,$44.68,3.0,30.8
NYC-2023-401570,5655-D50,Driver 1459,16.2,VTS,Sedan,2023-07-20 22:37:00,2023-07-20 22:50:00,13m,40.770465,-73.960029,40.731668,-73.983482,3.61,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,74.0,0.0,4.9,5.5,0,0.0,1.0,0.5,0.3,2.5,4.63,$29.78,4.0,20.85
NYC-2023-404508,3524-H54,Driver 1220,3.5,VTS,Sedan,2023-09-08 14:39:00,2023-09-08 14:51:00,12m,40.748707,-73.968741,40.712576,-73.959528,3.28,Manhattan,Brooklyn,2.0,1,CSH,N,Clear,35.0,0.0,4.1,6.6,0,0.0,0.0,0.5,0.3,2.5,0.0,$20.06,5.0,16.76
NYC-2023-403264,6647-C60,Driver 1186,0.2,VTS,SUV,2023-10-06 07:55:00,2023-10-06 08:05:00,10m,40.78075,-73.959853,40.771361,-73.947846,1.79,Manhattan,Queens,3.0,1,Credit Card,N,Clear,66.0,0.0,11.4,9.4,0,0.0,2.5,0.5,0.3,2.5,2.56,$18.82,3.0,10.46
NYC-2023-402183,9323-C71,Driver 578,1.7,CMT,SUV,2023-08-29 09:54:00,2023-08-29 10:03:00,9m,40.77184,-73.976197,40.763418,-73.944309,2.44,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,83.0,0.0,7.7,7.7,0,0.0,2.5,0.5,0.3,2.5,1.71,$22.28,4.0,14.77
NYC-2023-400653,2059-C70,Driver 893,10.8,VTS,Sedan,2023-10-19 20:47:00,2023-10-19 21:35:00,48m,40.822815,-73.896775,40.711609,-73.99933,14.34,Bronx,Manhattan,1.0,,CRD,N,,31.0,0.0,5.6,6.2,0,0.0,1.0,0.5,0.3,2.5,11.81,$85.71,5.0,69.6
NYC-2023-402469,2472-A54,Driver 660,14.9,Verifone,Minivan,2023-10-04 21:23:00,2023-10-04 22:14:00,51m,40.654486,-73.765954,40.808839,-73.911955,31.82,Queens,Bronx,1.0,Standard Rate,Cash,N,Fog,58.0,0.21,15.9,3.0,0,0.0,1.0,0.5,0.3,2.5,0.0,$79.40,5.0,75.1
NYC-2023-400994,6296-C56,Driver 895,6.6,VTS,Sedan,2023-09-30 21:23:00,2023-09-30 22:14:00,51m,40.819495,-73.908795,40.684762,-74.002768,12.79,Bronx,Brooklyn,1.0,1,Cash,N,RAIN,41.0,0.55,3.5,7.7,0,0.0,1.0,0.5,0.3,2.5,0.0,$69.72,3.0,65.42
NYC-2023-400614,2433-E97,Driver 726,2.3,Verifone,Minivan,2023-11-13 21:24:00,2023-11-13 21:45:00,21m,40.708802,-74.026312,40.69336,-73.949983,5.61,Manhattan,Brooklyn,1.0,1,Cash,N,Clear,62.0,0.0,5.7,3.8,0,0.0,1.0,0.5,0.3,2.5,0.0,$33.29,4.0,28.99
NYC-2023-400383,6718-H54,Driver 905,9.0,VTS,Sedan,2023-06-27 10:24:00,2023-06-27 10:34:00,10m,40.74627,-73.98755,40.774214,-73.970036,3.16,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,92.0,0.13,12.2,6.9,0,0.0,0.0,0.5,0.3,2.5,5.15,$27.63,5.0,19.18
NYC-2023-403358,3824-D24,Driver 1120,8.1,CMT,Sedan,2023-01-15 02:14:00,2023-01-15 03:00:00,46m,40.782193,-73.947412,40.634498,-73.76743,18.06,Manhattan,Queens,4.0,,Credit Card,N,Clear,40.0,0.0,12.2,,0,0.0,1.0,0.5,0.3,,17.36,$83.71,4.0,64.55
NYC-2023-404954,3219-G27,Driver 979,5.8,VTS,SUV,2023-04-17 04:00:00,2023-04-17 04:22:00,22m,40.789216,-73.86717,40.774382,-73.950569,6.53,Queens,Manhattan,1.0,1,Credit Card,N,,47.0,0.0,10.1,2.4,0,5.79,1.0,0.5,0.3,2.5,4.22,$42.59,5.0,28.28
NYC-2023-402136,6081-A97,Driver 1330,1.0,Verifone,Sedan,2023-04-10 18:44:00,2023-04-10 19:35:00,51m,40.767215,-73.9364,40.678525,-74.175756,17.89,Manhattan,New Jersey,1.0,,CRD,N,Clear,39.0,0.0,12.5,7.1,0,17.06,2.5,0.5,0.3,2.5,24.44,$129.45,4.0,82.15
NYC-2023-400563,8086-C28,Driver 67,5.2,CMT,Minivan,2023-04-18 09:14:00,2023-04-18 09:44:00,30m,40.779931,-73.961843,40.709665,-73.957464,6.68,Manhattan,Brooklyn,6.0,Standard Rate,Cash,N,Clear,61.0,0.0,7.5,6.3,0,0.0,2.5,0.5,0.3,2.5,0.0,$41.93,4.0,36.13
NYC-2023-404876,5579-E22,Driver 1237,1.1,cmt,SUV,08/12/2023 11:56,2023-12-08 12:28:00,32m,40.803989,-73.946875,40.689017,-73.986909,12.6,Manhattan,Brooklyn,1.0,1,Credit Card,N,Clear,28.0,0.0,3.5,3.7,0,0.0,0.0,0.5,0.3,2.5,14.37,$71.30,4.0,53.63
NYC-2023-400866,4915-F84,Driver 210,2.1,VTS,Sedan,09/12/2023 09:46,2023-12-09 09:57:00,11m,40.742206,-73.926083,40.758614,-73.986672,4.21,Queens,Manhattan,1.0,1,CRD,N,Clear,40.0,0.0,0.5,3.4,0,0.0,0.0,0.5,0.3,2.5,5.91,$29.68,5.0,20.47
NYC-2023-404991,6551-G64,Driver 1210,1.2,VTS,Sedan,2023-05-17 09:49:00,2023-05-17 10:16:00,27m,40.760766,-73.996211,40.698734,-73.989641,10.41,Manhattan,Manhattan,2.0,1,CSH,N,Clear,69.0,,5.8,9.9,0,0.0,2.5,0.5,0.3,2.5,0.0,$35.68,5.0,298.8
NYC-2023-402028,7511-H92,Driver 1292,5.4,VTS,SUV,2023-07-22 07:33:00,2023-07-22 07:58:00,25m,40.784048,-73.852516,40.751116,-73.979063,9.22,Queens,Manhattan,2.0,,Credit Card,N,Clear,85.0,0.0,7.6,3.5,0,0.0,0.0,0.5,0.3,2.5,12.6,$56.17,4.0,40.27
NYC-2023-402042,8016-C75,Driver 652,7.1,VTS,Sedan,2023-07-02 21:09:00,2023-07-02 21:24:00,15m,40.722569,-74.015966,40.693631,-73.996884,2.8,Manhattan,Brooklyn,1.0,1,CRD,N,Clear,83.0,0.0,15.1,7.9,0,0.0,1.0,0.5,0.3,2.5,3.22,$24.29,5.0,16.77
NYC-2023-400004,9708-E45,Driver 1708,4.8,VTS,SUV,2023-04-04 12:59:00,2023-04-04 13:27:00,28m,40.699974,-73.976247,40.826801,-73.934334,11.21,Brooklyn,Manhattan,3.0,,Credit Card,N,Clear,51.0,0.0,11.2,3.9,0,2.55,0.0,0.5,0.3,2.5,6.37,$59.57,4.0,47.35
NYC-2023-400684,3020-B20,Driver 88,6.2,VTS,SUV,2023-01-14 10:30:00,2023-01-14 10:44:00,14m,40.716578,-73.958164,40.76809,-73.967193,4.79,Brooklyn,Manhattan,1.0,1,Credit Card,N,Snow,21.0,0.23,12.6,5.1,0,0.0,0.0,0.5,0.3,,5.23,$26.62,4.0,20.59
NYC-2023-400637,3124-G92,Driver 1443,8.3,vts ,Sedan,2023-11-10 02:47:00,2023-11-10 03:14:00,27m,40.698135,-74.004019,40.773341,-73.877164,16.11,Manhattan,Queens,2.0,1,CRD,N,Clear,75.0,0.0,6.9,5.7,0,0.0,1.0,0.5,0.3,2.5,4.76,$51.80,4.0,42.74
NYC-2023-403093,9786-A21,Driver 1273,4.5,VTS,SUV,2023-02-13 22:03:00,2023-02-13 22:27:00,24m,40.793221,-73.950948,0.0,0.0,8.34,Manhattan,Queens,1.0,,Credit Card,N,Fog,43.0,0.38,3.9,4.6,0,0.0,1.0,0.5,0.3,,6.29,$41.74,4.0,33.65
NYC-2023-400414,8775-E12,Driver 838,2.6,CMT,Hybrid,2023-02-23 09:02:00,2023-02-23 09:20:00,18m,40.763504,-73.990401,40.773012,-73.949152,3.24,Manhattan,Manhattan,1.0,,CSH,N,Clear,48.0,0.0,2.8,10.0,0,0.0,2.5,0.5,0.3,,0.0,$22.56,5.0,19.26
NYC-2023-403639,7556-F10,Driver 740,5.9,CMT,Hybrid,2023-02-12 16:25:00,2023-02-12 16:51:00,26m,40.762893,-73.921335,0.0,0.0,10.1,Queens,Brooklyn,1.0,1,CSH,N,Rain,44.0,0.85,5.1,3.7,0,0.0,0.0,0.5,0.3,,0.0,$48.49,4.0,47.69
NYC-2023-404515,3297-B42,Driver 925,4.2,Verifone,Sedan,2023-09-18 03:25:00,2023-09-18 03:35:00,10m,40.768476,-73.98143,40.761178,-73.945065,3.0,Manhattan,Queens,,1,Credit Card,N,Rain,77.0,0.05,7.3,4.4,0,0.0,1.0,0.5,0.3,2.5,2.11,$24.69,4.0,18.28
NYC-2023-402035,9161-E60,Driver 169,2.3,cmt,Minivan,10/08/2023 20:27,2023-08-10 20:42:00,15m,40.746259,-73.982405,40.702982,-73.994396,6.12,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,83.0,0.0,15.6,6.9,0,0.0,1.0,0.5,0.3,2.5,0.0,$22.42,5.0,18.12
NYC-2023-402831,9292-A13,Driver 937,13.5,CMT,Sedan,19/06/2023 22:30,2023-06-19 23:02:00,32m,40.703771,-74.031026,40.779304,-73.965998,8.41,Manhattan,Manhattan,2.0,,Credit Card,N,Clear,77.0,0.0,5.6,8.1,0,0.0,1.0,0.5,0.3,2.5,8.23,$52.78,4.0,40.25
NYC-2023-404553,8088-H38,Driver 206,2.7,CMT,Hybrid,2023-11-27 23:42:00,2023-11-27 23:48:00,6m,40.770312,-73.969961,40.762912,-73.991447,1.65,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,67.0,0.0,3.0,5.3,0,0.0,1.0,0.5,0.3,2.5,1.53,$15.15,5.0,9.32
NYC-2023-402415,6406-G85,Driver 110,17.8,CMT,Hybrid,2023-12-24 18:26:00,2023-12-24 18:42:00,16m,40.708131,-74.03457,40.725188,-73.966861,4.45,Manhattan,Brooklyn,2.0,,CRD,N,,29.0,0.41,1.6,7.7,0,0.0,0.0,0.5,0.3,2.5,3.01,$29.79,3.0,23.48
NYC-2023-404663,5320-D58,Driver 773,7.6,VTS,Sedan,2023-11-11 05:34:00,2023-11-11 05:55:00,21m,40.740991,-73.994427,40.777362,-73.841986,17.08,Manhattan,Queens,1.0,1,Credit Card,N,Clear,49.0,0.0,28.6,1.8,0,0.0,1.0,0.5,0.3,2.5,11.21,$55.70,4.0,40.19
NYC-2023-402019,5537-D53,Driver 1085,5.4,CMT,SUV,2023-11-20 09:09:00,2023-11-20 09:40:00,31m,40.747253,-73.980336,40.681503,-74.007513,6.6,Manhattan,Manhattan,2.0,1,Credit Card,N,Clear,48.0,0.0,28.3,9.4,0,0.0,2.5,0.5,0.3,2.5,0.0,$45.22,5.0,39.42
NYC-2023-403102,8364-G86,Driver 550,6.8,VTS,SUV,2023-03-24 08:38:00,2023-03-24 08:52:00,14m,40.724693,-73.966771,40.747946,-73.985267,2.44,Brooklyn,Manhattan,1.0,1,CSH,N,Rain,69.0,0.22,9.7,9.6,0,0.0,2.5,0.5,0.3,,0.0,$20.16,4.0,16.86
NYC-2023-403900,6302-H68,Driver 1247,1.4,CMT,Minivan,2023-12-18 14:44:00,2023-12-18 15:19:00,35m,40.723735,-74.005521,40.779687,-73.963217,6.22,Manhattan,Manhattan,,1,Cash,N,Clear,35.0,0.0,12.5,6.8,0,0.0,0.0,0.5,0.3,2.5,0.0,$40.28,5.0,36.98
NYC-2023-401822,9232-C83,Driver 55,1.8,VTS,Sedan,2023-12-09 05:39:00,2023-12-09 05:54:00,15m,40.782159,-73.949934,40.741028,-73.990803,5.48,Manhattan,Manhattan,1.0,Standard Rate,CRD,Y,Clear,38.0,0.0,10.3,2.8,0,0.0,1.0,0.5,0.3,2.5,2.78,$30.16,5.0,23.08
NYC-2023-401607,9703-A13,Driver 1784,6.0,CMT,Sedan,2023-06-01 07:46:00,2023-06-01 08:41:00,55m,40.637799,-73.784115,40.738565,-73.989063,29.56,Queens,Manhattan,1.0,Standard Rate,Credit Card,N,Clear,68.0,0.0,3.6,6.3,0,0.0,2.5,0.5,0.3,2.5,13.13,$91.03,5.0,72.1
NYC-2023-400062,8020-D94,Driver 1490,13.5,cmt,Sedan,2023-02-27 01:06:00,2023-02-27 01:22:00,16m,40.757385,-73.898928,40.767875,-73.952141,4.4,Queens,Manhattan,1.0,Standard Rate,CRD,N,Fog,36.0,0.42,10.9,4.3,0,5.15,1.0,0.5,0.3,,4.94,$35.76,5.0,23.87
NYC-2023-402530,5989-D29,Driver 829,12.0,cmt,Minivan,2023-11-23 17:33:00,2023-11-23 17:41:00,8m,40.709936,-74.00727,40.702855,-73.983457,1.95,Manhattan,Brooklyn,5.0,,Credit Card,N,Clear,55.0,0.0,2.3,8.0,1,0.0,2.5,0.5,0.3,2.5,1.96,$21.90,4.0,14.14
NYC-2023-403779,2417-H27,Driver 1304,4.3,VTS,Sedan,2023-05-02 12:33:00,2023-05-02 12:57:00,24m,40.749834,-73.99561,40.785212,-73.871358,8.39,Manhattan,Queens,3.0,1,Credit Card,N,Clear,57.0,0.0,18.7,3.0,0,0.0,0.0,0.5,0.3,2.5,6.34,$42.61,4.0,32.97
NYC-2023-403748,3045-G67,Driver 1396,4.7,VTS,Hybrid,2023-12-04 14:41:00,2023-12-04 14:52:00,11m,40.795643,-73.978538,40.768862,-74.007652,3.07,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,33.0,0.0,16.1,5.8,0,0.0,0.0,0.5,0.3,2.5,3.86,$23.36,3.0,16.2
NYC-2023-403754,5193-D12,Driver 1478,9.1,CMT,Sedan,19/05/2023 07:16,2023-05-19 07:40:00,24m,40.759601,-73.977044,40.681112,-73.979812,13.1,Manhattan,Brooklyn,1.0,Standard Rate,CRD,N,Rain,48.0,0.09,9.0,7.6,0,0.0,2.5,0.5,0.3,2.5,8.96,$46.34,4.0,31.58
NYC-2023-401658,2801-H68,Driver 116,2.9,vts ,Sedan,2023-06-05 11:47:00,2023-06-05 12:36:00,49m,40.760334,-73.983542,40.64156,-73.777406,33.23,Manhattan,Queens,1.0,2,Credit Card,N,Clear,76.0,0.0,8.8,5.1,0,0.0,0.0,0.5,0.3,2.5,14.51,$99.84,4.0,82.03
NYC-2023-403985,6314-G58,Driver 307,11.1,VTS,Hybrid,2023-02-14 15:06:00,2023-02-14 15:28:00,22m,40.698395,-74.015253,40.757748,-74.003118,6.21,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,37.0,0.0,4.5,5.5,0,0.0,0.0,0.5,0.3,,6.65,$36.25,5.0,28.8
NYC-2023-403565,6747-F48,Driver 945,8.5,VTS,Minivan,2023-10-03 19:27:00,2023-10-03 19:39:00,12m,40.807044,-73.953283,40.830338,-73.92521,3.06,Manhattan,Bronx,1.0,1,Cash,N,Clear,55.0,0.0,8.7,5.7,0,0.0,2.5,0.5,0.3,2.5,0.0,$22.51,4.0,16.71
NYC-2023-403643,5247-A64,Driver 5,8.0,CMT,Sedan,2023-10-09 22:28:00,2023-10-09 22:43:00,15m,40.691151,-73.989425,40.749669,-73.990904,8.51,Manhattan,Manhattan,1.0,1,No Charge,N,RAIN,56.0,0.11,6.7,5.7,0,0.0,1.0,0.5,0.3,2.5,0.0,$28.37,5.0,24.07
NYC-2023-404208,9158-F46,Driver 176,8.6,VTS,SUV,2023-09-29 10:38:00,2023-09-29 10:58:00,20m,40.760529,-73.966126,40.696744,-73.978298,6.83,Manhattan,Brooklyn,1.0,1,Cash,N,Clear,57.0,0.0,2.8,3.6,0,0.0,0.0,0.5,0.3,2.5,0.0,$30.95,4.0,27.65
NYC-2023-401118,5720-C64,Driver 193,1.9,VTS,Hybrid,2023-09-25 10:20:00,2023-09-25 10:53:00,33m,40.759687,-73.833534,40.728735,-74.00049,17.61,Queens,Manhattan,,1,Credit Card,N,Clear,56.0,0.0,13.6,5.1,0,0.0,0.0,0.5,0.3,2.5,9.15,$60.99,3.0,48.54
NYC-2023-400584,3237-H78,Driver 1231,6.1,CMT,Sedan,28/02/2023 00:45,2023-02-28 01:26:00,41m,40.642709,-73.799493,40.745278,-73.980274,14.53,Queens,Manhattan,2.0,,Cash,N,Clear,47.0,0.0,1.9,5.4,0,0.0,1.0,0.5,0.3,,0.0,$76.54,5.0,74.74
NYC-2023-403539,2614-D13,Driver 175,1.4,vts ,Sedan,2023-03-18 22:59:00,2023-03-18 23:56:00,57m,40.771078,-73.991618,40.585507,-74.163249,21.47,Manhattan,Staten Island,2.0,Nassau/Westchester,Cash,N,Clear,68.0,,4.3,4.9,0,9.09,1.0,0.5,0.3,,0.0,$152.54,5.0,141.65
NYC-2023-400188,4647-A16,Driver 18,6.0,cmt,Sedan,2023-12-02 06:34:00,2023-12-02 06:57:00,23m,40.821631,-73.953587,40.752013,-73.983296,6.5,Manhattan,Manhattan,2.0,,Credit Card,N,RAIN,27.0,0.29,4.9,6.0,0,6.78,0.0,0.5,0.3,2.5,0.0,$39.06,5.0,28.98
NYC-2023-400672,8680-H89,Driver 1444,1.2,CMT,SUV,2023-07-24 13:34:00,2023-07-24 14:01:00,27m,40.708608,-74.016664,40.81465,-73.907293,18.3,Manhattan,Bronx,5.0,1,CRD,N,Clear,87.0,0.0,22.0,6.0,0,0.0,0.0,0.5,0.3,2.5,8.25,$54.00,4.0,42.45
NYC-2023-400701,3693-B98,Driver 1749,5.7,Verifone,SUV,2023-08-21 12:22:00,2023-08-21 13:02:00,40m,40.698326,-73.989279,40.633361,-73.786745,26.47,Manhattan,Queens,3.0,2,Credit Card,N,Clear,83.0,0.0,5.4,2.6,0,7.15,0.0,0.5,0.3,2.5,18.22,$110.42,4.0,81.75
NYC-2023-404013,4692-B71,Driver 1381,4.7,VTS,SUV,2023-07-09 11:46:00,2023-07-09 11:54:00,8m,40.711535,-74.010532,40.689698,-73.997457,2.35,Manhattan,Brooklyn,2.0,1,No Charge,N,Clear,85.0,0.0,10.6,4.4,0,5.9,0.0,0.5,0.3,2.5,0.0,$22.19,4.0,12.99
NYC-2023-403414,7395-E17,Driver 552,6.5,Verifone,Minivan,2023-10-24 02:14:00,2023-10-24 02:36:00,,40.772765,-73.880863,40.767583,-73.986059,8.45,Queens,Manhattan,4.0,,Credit Card,Y,Clear,56.0,0.0,9.1,4.0,0,0.0,1.0,0.5,0.3,2.5,10.61,$49.50,4.0,-34.59
NYC-2023-400370,3912-B59,Driver 1469,6.6,VTS,SUV,2023-02-23 12:52:00,2023-02-23 13:13:00,21m,40.805212,-73.947199,40.755101,-73.868112,13.33,Manhattan,Queens,1.0,1,CRD,N,Rain,38.0,0.53,3.2,4.7,0,0.0,0.0,0.5,0.3,,7.1,$45.30,5.0,37.4
NYC-2023-401984,9626-E78,Driver 685,24.0,vts ,Hybrid,2023-03-16 12:49:00,2023-03-16 13:12:00,23m,40.697095,-74.011413,40.759799,-73.965916,6.44,Manhattan,Manhattan,1.0,Standard Rate,Credit Card,N,Clear,63.0,0.0,13.5,6.5,0,0.0,0.0,0.5,0.3,,5.09,$40.64,5.0,34.75
NYC-2023-404915,8649-F14,Driver 1325,6.2,vts ,Sedan,2023-04-16 00:51:00,2023-04-16 01:06:00,15m,40.772215,-73.889372,40.760301,-73.943218,4.2,Queens,Manhattan,1.0,,Credit Card,N,Rain,57.0,0.08,12.7,5.8,0,0.0,1.0,0.5,0.3,2.5,2.87,$29.44,4.0,22.27
NYC-2023-401384,2189-A88,Driver 779,5.8,CMT,Sedan,03/03/2023 02:05,2023-03-03 02:40:00,35m,40.711252,-74.015697,40.564744,-74.16091,16.52,Manhattan,Staten Island,1.0,4,Credit Card,N,Rain,44.0,0.23,11.6,2.3,0,9.29,1.0,0.5,0.3,,28.63,$160.72,5.0,121.0
NYC-2023-400898,9272-E94,Driver 592,9.8,CMT,SUV,2023-06-07 08:06:00,2023-06-07 08:23:00,17m,40.707139,-73.991376,40.72131,-73.943087,3.32,Brooklyn,Brooklyn,1.0,Standard Rate,Credit Card,N,Clear,79.0,0.0,2.5,8.7,0,2.67,2.5,0.5,0.3,2.5,5.5,$33.44,5.0,19.47
NYC-2023-402369,2121-C46,Driver 757,4.6,CMT,Hybrid,2023-01-02 23:57:00,2023-01-03 00:21:00,24m,40.685088,-74.013919,40.76846,-73.929733,8.59,Manhattan,Queens,1.0,Standard Rate,CRD,N,Fog,40.0,0.11,4.3,5.2,0,0.0,1.0,0.5,0.3,,3.96,$41.80,5.0,36.04
NYC-2023-401294,6685-C95,Driver 1451,2.9,VTS,Sedan,2023-10-02 03:04:00,2023-10-02 03:36:00,32m,40.783195,-73.929969,40.702883,-74.021485,10.21,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,51.0,0.7,6.9,5.6,0,0.0,1.0,0.5,0.3,2.5,4.18,$49.08,4.0,40.6
NYC-2023-404572,3897-F52,Driver 768,2.4,CMT,Hybrid,2023-05-01 13:36:00,2023-05-01 13:46:00,10m,40.772522,-73.95943,40.762644,-73.931363,0.0,Manhattan,Queens,2.0,,Cash,N,Clear,32.0,0.0,13.4,4.8,0,0.0,0.0,0.5,0.3,2.5,0.0,$15.77,4.0,12.47
NYC-2023-403269,8489-D35,Driver 1592,3.4,Verifone,Sedan,2023-09-13 23:21:00,2023-09-14 00:04:00,43m,0.0,0.0,40.685342,-74.185694,13.39,Manhattan,New Jersey,1.0,3,Credit Card,N,RAIN,69.0,0.05,7.9,4.3,0,16.99,1.0,0.5,0.3,2.5,26.07,$131.52,4.0,84.16
NYC-2023-404852,1488-A57,Driver 1376,4.8,VTS,Minivan,25/11/2023 21:56,2023-11-25 22:28:00,32m,40.662312,-73.99509,40.788047,-73.928752,12.2,Brooklyn,Queens,1.0,1,CRD,N,Clear,72.0,0.0,4.1,4.4,0,0.0,1.0,0.5,0.3,2.5,13.43,$65.73,5.0,48.0
NYC-2023-400919,7224-D80,Driver 1347,15.9,vts ,Hybrid,2023-07-29 18:10:00,2023-07-29 18:34:00,24m,40.764895,-73.943672,40.839933,-73.914568,6.73,Manhattan,Bronx,6.0,Standard Rate,Credit Card,N,,88.0,0.0,6.6,3.8,0,0.0,0.0,0.5,0.3,2.5,2.9,$34.92,4.0,28.72
NYC-2023-401108,9594-G62,Driver 1784,12.4,VTS,Sedan,2023-04-19 08:38:00,2023-04-19 09:45:00,1h 7m,40.625824,-73.800788,40.794219,-73.933913,19.46,Queens,Queens,1.0,1,Credit Card,N,Clear,56.0,0.0,6.2,8.5,0,0.0,2.5,0.5,0.3,2.5,20.78,$109.61,3.0,83.03
NYC-2023-403927,9001-C52,Driver 718,1.7,VTS,Sedan,2023-11-11 15:05:00,2023-11-11 15:25:00,20m,40.748103,-73.969938,40.811113,-73.943912,10.07,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,77.0,0.0,1.0,6.0,0,0.0,0.0,0.5,0.3,2.5,3.88,$34.38,4.0,27.2
NYC-2023-401230,6964-H78,Driver 494,16.3,CMT,Hybrid,17/01/2023 00:35,2023-01-17 00:57:00,22m,0.0,0.0,40.698714,-74.015072,9.31,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,55.0,0.0,2.6,3.0,0,7.02,1.0,0.5,0.3,,8.81,$51.18,4.0,33.55
NYC-2023-400119,7898-H43,Driver 709,15.1,CMT,Sedan,2023-08-10 19:41:00,2023-08-10 20:38:00,57m,40.756213,-73.999436,40.63199,-73.786345,32.89,Manhattan,Queens,1.0,2,Credit Card,N,Fog,90.0,0.55,7.3,7.5,0,0.0,2.5,0.5,0.3,2.5,23.47,$109.08,5.0,79.81
NYC-2023-404769,4882-C90,Driver 1374,2.6,VTS,SUV,2023-09-28 05:53:00,2023-09-28 06:03:00,10m,40.732904,-73.955098,40.752692,-73.986199,2.98,Brooklyn,Manhattan,2.0,,Credit Card,N,Clear,54.0,0.0,9.1,3.6,0,0.0,1.0,0.5,0.3,2.5,2.98,$22.23,3.0,14.95
NYC-2023-402979,2837-E14,Driver 825,4.6,VTS,Sedan,2023-03-06 19:49:00,2023-03-06 20:05:00,16m,40.753812,-73.951851,40.708248,-73.953342,6.87,Manhattan,Brooklyn,1.0,1,Credit Card,N,Clear,75.0,0.0,17.0,7.6,0,4.74,2.5,0.5,0.3,,4.91,$35.32,4.0,22.37
NYC-2023-402151,6385-E95,Driver 1388,3.9,VTS,Hybrid,2023-11-17 22:09:00,2023-11-17 22:23:00,14m,40.741336,-73.974912,40.699634,-73.982536,4.0,Manhattan,Brooklyn,1.0,1,CRD,N,Clear,44.0,0.0,15.2,4.7,0,0.0,1.0,0.5,0.3,2.5,3.42,$27.11,4.0,19.39
